code,current,name,name_short,gender,country_code,country,events,birth_country,other_sports,medal_type,year
1946218,True,O'CALLAGHAN Mollie,O'CALLAGHAN M,Female,AUS,Australia,"[""Women's 100m Freestyle"", ""Women's 200m Freestyle"", ""Women's 4 x 100m Freestyle Relay"", ""Women's 4 x 100m Medley Relay"", ""Women's 4 x 200m Freestyle Relay"", 'Mixed 4 x 100m Medley Relay']",Australia,,Bronze,2024
1946218,True,O'CALLAGHAN Mollie,O'CALLAGHAN M,Female,AUS,Australia,"[""Women's 100m Freestyle"", ""Women's 200m Freestyle"", ""Women's 4 x 100m Freestyle Relay"", ""Women's 4 x 100m Medley Relay"", ""Women's 4 x 200m Freestyle Relay"", 'Mixed 4 x 100m Medley Relay']",Australia,,Silver,2024
1946221,True,WUNSCH Olivia,WUNSCH O,Female,AUS,Australia,"[""Women's 4 x 100m Freestyle Relay"", 'Relay Only Athlete']",,,Gold,2024
1946223,True,SHORT Samuel,SHORT S,Male,AUS,Australia,"[""Men's 1500m Freestyle"", ""Men's 400m Freestyle"", ""Men's 800m Freestyle""]",Australia,Surfing:  2021 Australian U19 champion,,2024
1946224,True,WILLIAMSON Sam,WILLIAMSON S,Male,AUS,Australia,"[""Men's 100m Breaststroke""]",Australia,,,2024
1946225,True,LEE Se-Bom,LEE SB,Male,AUS,Australia,"[""Men's 200m Backstroke""]",Australia,,,2024
1946227,True,JACK Shayna,JACK S,Female,AUS,Australia,"[""Women's 100m Freestyle"", ""Women's 4 x 100m Freestyle Relay"", ""Women's 4 x 200m Freestyle Relay"", ""Women's 50m Freestyle""]",Australia,,Gold,2024
1946227,True,JACK Shayna,JACK S,Female,AUS,Australia,"[""Women's 100m Freestyle"", ""Women's 4 x 100m Freestyle Relay"", ""Women's 4 x 200m Freestyle Relay"", ""Women's 50m Freestyle""]",Australia,,Gold,2024
1946231,True,NEILL Thomas,NEILL T,Male,AUS,Australia,"[""Men's 200m Freestyle"", ""Men's 200m Individual Medley"", ""Men's 4 x 200m Freestyle Relay""]","Hong Kong, China",,Bronze,2024
1946235,True,YANG William,YANG W,Male,AUS,Australia,"[""Men's 100m Freestyle"", ""Men's 4 x 100m Freestyle Relay""]",Australia,,Silver,2024
1946236,True,PETRIC William Campbell,PETRIC WC,Male,AUS,Australia,"[""Men's 200m Individual Medley"", ""Men's 400m Individual Medley""]",Australia,,,2024
1946237,True,INCERTI Zac,INCERTI Z,Male,AUS,Australia,"[""Men's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",Australia,,Bronze,2024
1946278,True,ANDRASFI Tibor,ANDRASFI T,Male,HUN,Hungary,"[""Men's Épée Individual"", ""Men's Épée Team""]",,,Gold,2024
1946279,True,BATTAI Sugar Katinka,BATTAI SK,Female,HUN,Hungary,"[""Women's Sabre Team""]",,,,2024
1946285,True,BOUSETA Siwar,BOUSETA S,Female,TUN,Tunisia,"[""Women's Freestyle 62kg""]",,,,2024
1946295,True,NASR Souleymen,NASR S,Male,TUN,Tunisia,"[""Men's Greco-Roman 67kg""]",Tunisia,,,2024
1946320,True,BOUKTIT Sarah,BOUKTIT S,Female,FRA,France,['Women'],France,,Silver,2024
1946324,True,MICULYCOVA Iveta,MICULYCOVA I,Female,CZE,Czechia,"[""Women's Park""]",Czechia,,,2024
1946334,True,LEWIS Bailey,LEWIS B,Male,AUS,Australia,['Men -58kg'],Australia,,,2024
1946337,True,SEJRANOVIC Leon,SEJRANOVIC L,Male,AUS,Australia,['Men -80kg'],Australia,,,2024
1946342,True,HYMER Stacey,HYMER S,Female,AUS,Australia,['Women -57kg'],Australia,,,2024
1946349,True,DOSA Daniel,DOSA D,Male,HUN,Hungary,"[""Men's Foil Individual""]",Hungary,,,2024
1946361,True,GEMESI Csanad,GEMESI C,Male,HUN,Hungary,"[""Men's Sabre Individual"", ""Men's Sabre Team""]",Hungary,,Silver,2024
1946370,True,KOCH Mate Tamas,KOCH MT,Male,HUN,Hungary,"[""Men's Épée Individual"", ""Men's Épée Team""]",,,Gold,2024
1946373,True,MARTON Anna,MARTON A,Female,HUN,Hungary,"[""Women's Sabre Individual"", ""Women's Sabre Team""]",Hungary,,,2024
1946375,True,MUHARI Eszter,MUHARI E,Female,HUN,Hungary,"[""Women's Épée Individual""]",Hungary,,Bronze,2024
1946379,True,NAGY David,NAGY D,Male,HUN,Hungary,"[""Men's Épée Team""]",,,Gold,2024
1946390,True,WILLIAN Luke,WILLIAN L,Male,AUS,Australia,"[""Men's Individual""]",Australia,,,2024
1946391,True,HAUSER Matthew,HAUSER M,Male,AUS,Australia,"[""Men's Individual""]",Australia,"Won multiple junior national championships in running and set state records in track athletics. In 2021 he won the Queensland 3000m Championships in Brisbane, QLD, Australia",,2024
1946392,True,van COEVORDEN Natalie,van COEVORDEN N,Female,AUS,Australia,"[""Women's Individual""]",Australia,,,2024
1946393,True,LINN Sophie,LINN S,Female,AUS,Australia,"[""Women's Individual""]",Australia,Won a silver medal in the athletics 1500m at the 2022 Commonwealth Youth Games.<br>She has also competed in cross-country events before fully switching to triathlon,,2024
1946399,True,PASZTOR Flora,PASZTOR F,Female,HUN,Hungary,"[""Women's Foil Individual""]",Hungary,,,2024
1946421,True,ALZINI Martina,ALZINI M,Female,ITA,Italy,"[""Women's Team Pursuit""]",Italy,Road cycling: Competes for Team Cofidis,,2024
1946422,True,PUSZTAI Liza,PUSZTAI L,Female,HUN,Hungary,"[""Women's Sabre Individual"", ""Women's Sabre Team""]",Hungary,,,2024
1946428,True,TANAKA Toshiyuki,TANAKA T,Male,JPN,Japan,"['Eventing Individual', 'Eventing Team']",Japan,,Bronze,2024
1946429,True,HAASE SHIBAYAMA Takashi,HAASE SHIBAYAMA T,Male,JPN,Japan,"['Jumping Individual', 'Jumping Team']",Japan,,,2024
1946431,True,SATO Eiken,SATO E,Male,JPN,Japan,"['Jumping Individual', 'Jumping Team']",Japan,,,2024
1946432,True,KITAJIMA Ryuzo,KITAJIMA R,Male,JPN,Japan,"['Eventing Individual', 'Eventing Team']",Japan,,Bronze,2024
1946434,True,OIWA Yoshiaki,OIWA Y,Male,JPN,Japan,"['Eventing Individual', 'Eventing Team']",Japan,,Bronze,2024
1946435,True,KAWAI Mike,KAWAI M,Male,JPN,Japan,['Jumping Team'],,,,2024
1946436,True,SUGITANI Taizo,SUGITANI T,Male,JPN,Japan,"['Jumping Individual', 'Jumping Team']",Japan,,,2024
1946438,True,TOMOTO Kazuma,TOMOTO K,Male,JPN,Japan,"['Eventing Individual', 'Eventing Team']",Japan,"Equestrian jumping: Has represented Japan at World Cup events, finishing 10th on his final appearance in Fuji (JPN) in September 2015",Bronze,2024
1946444,True,RABB Krisztian,RABB K,Male,HUN,Hungary,"[""Men's Sabre Team""]",,,Silver,2024
1946450,True,SIKLOSI Gergely,SIKLOSI G,Male,HUN,Hungary,"[""Men's Épée Individual"", ""Men's Épée Team""]",Hungary,,Gold,2024
1946558,True,SZATMARI Andras,SZATMARI A,Male,HUN,Hungary,"[""Men's Sabre Individual"", ""Men's Sabre Team""]",Hungary,,Silver,2024
1946565,True,SZILAGYI Aron,SZILAGYI A,Male,HUN,Hungary,"[""Men's Sabre Individual"", ""Men's Sabre Team""]",Hungary,,Silver,2024
1946571,True,SZUCS Luca Virag,SZUCS LV,Female,HUN,Hungary,"[""Women's Sabre Individual"", ""Women's Sabre Team""]",Hungary,,,2024
1946674,True,LUU Finn,LUU F,Male,AUS,Australia,"[""Men's Singles"", ""Men's Team""]",Australia,,,2024
1946676,True,BAE Hwan,BAE H,Male,AUS,Australia,"[""Men's Team""]",Australia,,,2024
1946681,True,TAPPER Melissa,TAPPER M,Female,AUS,Australia,"[""Women's Singles"", ""Women's Team""]",Australia,,,2024
1946682,True,BROMLEY Michelle,BROMLEY M,Female,AUS,Australia,"[""Women's Team""]",Australia,,,2024
1946683,True,LUM Nicholas,LUM N,Male,AUS,Australia,"[""Men's Singles"", ""Men's Team"", 'Mixed Doubles']",Australia,,,2024
1946883,True,MAGOMEDOV Gashim,MAGOMEDOV G,Male,AZE,Azerbaijan,['Men -58kg'],Russian Federation,,Silver,2024
1946884,True,BASHTA Anna,BASHTA A,Female,AZE,Azerbaijan,"[""Women's Sabre Individual""]",Russian Federation,,,2024
1946886,True,DWICAHYO Ade Resky,DWICAHYO AR,Male,AZE,Azerbaijan,"[""Men's Singles""]",Indonesia,,,2024
1946887,True,AZZAHRA Keisha Fatimah,AZZAHRA KF,Female,AZE,Azerbaijan,"[""Women's Singles""]",Indonesia,,,2024
1946889,True,SKYDAN Hanna,SKYDAN H,Female,AZE,Azerbaijan,"[""Women's Hammer Throw""]",Ukraine,,,2024
1946894,True,HUSEYNOV Rafig,HUSEYNOV R,Male,AZE,Azerbaijan,"[""Men's Greco-Roman 87kg""]",Uzbekistan,,,2024
1946896,True,STADNIK Mariya,STADNIK M,Female,AZE,Azerbaijan,"[""Women's Freestyle 50kg""]",Ukraine,,,2024
1947115,True,GENTILI Giacomo,GENTILI G,Male,ITA,Italy,"[""Men's Quadruple Sculls""]",Italy,,Silver,2024
1947134,True,MALUKA Ieva,MALUKA I,Female,LAT,Latvia,"[""Women's 200m Individual Medley""]",Latvia,,,2024
1947136,True,BOBROVS Daniils,BOBROVS D,Male,LAT,Latvia,"[""Men's 200m Breaststroke""]",Latvia,,,2024
1947140,True,PATRIKA Dzeja Delanija,PATRIKA DD,Female,LAT,Latvia,"[""Women's 10m Platform""]",United States,,,2024
1947155,True,CARRACHER Izac,CARRACHER I,Male,AUS,Australia,['Men'],Australia,,,2024
1947159,True,ARTACHO del SOLAR Mariafe,ARTACHO del SOLAR,Female,AUS,Australia,['Women'],Peru,,,2024
1947160,True,NICOLAIDIS Mark,NICOLAIDIS M,Male,AUS,Australia,['Men'],Australia,,,2024
1947163,True,CLANCY Taliqua,CLANCY T,Female,AUS,Australia,['Women'],Australia,Netball: Promising junior player but rejected a scholarship for the Australian Institute of Sport,,2024
1947164,True,HODGES Thomas,HODGES T,Male,AUS,Australia,['Men'],Australia,"Indoor volleyball: Represented Australia more than 70 times, including in the Olympic qualifying tournament for Tokyo 2020, and played for the University of California (Los Angeles, USA) and Pacific University (Forest Grove, OR, USA) in the NCAA (National Collegiate Athletic Association)",,2024
1947165,True,SCHUBERT Zachery,SCHUBERT Z,Male,AUS,Australia,['Men'],Australia,,,2024
1947168,True,MAMMADOV Murad,MAMMADOV M,Male,AZE,Azerbaijan,"[""Men's Greco-Roman 60kg""]",Azerbaijan,,,2024
1947172,True,MESHVILDISHVILI Giorgi,MESHVILDISHVILI G,Male,AZE,Azerbaijan,"[""Men's Freestyle 125kg""]",,,Bronze,2024
1947180,True,BAYRAMOV Turan,BAYRAMOV T,Male,AZE,Azerbaijan,"[""Men's Freestyle 74kg""]",Azerbaijan,,,2024
1947181,True,NURMAGOMEDOV Osman,NURMAGOMEDOV O,Male,AZE,Azerbaijan,"[""Men's Freestyle 86kg""]",,,,2024
1947183,True,ALIYEV Haji,ALIYEV H,Male,AZE,Azerbaijan,"[""Men's Freestyle 65kg""]",Azerbaijan,,,2024
1947185,True,RZAZADE Aliabbas,RZAZADE A,Male,AZE,Azerbaijan,"[""Men's Freestyle 57kg""]",Azerbaijan,,,2024
1947191,True,SHARIATI Sabah Saleh,SHARIATI SS,Male,AZE,Azerbaijan,"[""Men's Greco-Roman 130kg""]",IR Iran,,,2024
1947212,True,CIKAMATANA Eileen,CIKAMATANA E,Female,AUS,Australia,"[""Women's 81kg""]",Fiji,,,2024
1947213,True,NICHELE Jacqueline,NICHELE J,Female,AUS,Australia,"[""Women's 71kg""]",,,,2024
1947215,True,BRUCE Kyle,BRUCE K,Male,AUS,Australia,"[""Men's 89kg""]",Australia,,,2024
1947235,True,GRAUDINA Tina,GRAUDINA T,Female,LAT,Latvia,['Women'],Latvia,Athletics: Competed in junior meetings in the heptathlon,,2024
1947236,True,SAMOILOVA Anastasija,SAMOILOVA A,Female,LAT,Latvia,['Women'],Latvia,,,2024
1947497,True,ANDREWS Abby,ANDREWS A,Female,AUS,Australia,['Women'],Australia,Played netball before deciding on water polo,Silver,2024
1947498,True,WILLIAMS Alice,WILLIAMS A,Female,AUS,Australia,['Women'],Australia,,Silver,2024
1947503,True,LAMBIE Angus,LAMBIE A,Male,AUS,Australia,['Men'],Australia,,,2024
1947504,True,EDWARDS Blake,EDWARDS B,Male,AUS,Australia,['Men'],Australia,,,2024
1947506,True,HALLIGAN Bronte,HALLIGAN B,Female,AUS,Australia,['Women'],Australia,Netball: Played competitively until age 14,Silver,2024
1947507,True,NEGUS Charlie,NEGUS C,Male,AUS,Australia,['Men'],Australia,,,2024
1947508,True,ANDREWS Charlize,ANDREWS C,Female,AUS,Australia,['Women'],Australia,,Silver,2024
1947509,True,POOT Chaz,POOT C,Male,AUS,Australia,['Men'],Australia,,,2024
1947512,True,JACKOVICH Danijela,JACKOVICH D,Female,AUS,Australia,['Women'],United States,,Silver,2024
1947513,True,ARMIT Elle,ARMIT E,Female,AUS,Australia,['Women'],Australia,,Silver,2024
1947514,True,PALM Gabriella,PALM G,Female,AUS,Australia,['Women'],Australia,,Silver,2024
1947515,True,LONGMAN Genevieve,LONGMAN G,Female,AUS,Australia,['Women'],Australia,,Silver,2024
1947519,True,MERCEP Jacob,MERCEP J,Male,AUS,Australia,['Men'],Croatia,,,2024
1947520,True,HEDGES John,HEDGES J,Male,AUS,Australia,['Men'],Australia,,,2024
1947523,True,GOFERS Keesja,GOFERS K,Female,AUS,Australia,['Women'],Australia,,Silver,2024
1947524,True,EDWARDS Lachlan,EDWARDS L,Male,AUS,Australia,['Men'],Australia,,,2024
1947526,True,PAVILLARD Luke,PAVILLARD L,Male,AUS,Australia,['Men'],Australia,,,2024
1947527,True,BEREHULAK Marcus,BEREHULAK M,Male,AUS,Australia,['Men'],Australia,Swam competitively at the youth level,,2024
1947528,True,KEARNS Tilly,KEARNS T,Female,AUS,Australia,['Women'],Australia,,Silver,2024
1947529,True,BYRNES Matthew,BYRNES M,Male,AUS,Australia,['Men'],Australia,,,2024
1947531,True,MAKSIMOVIC Milos,MAKSIMOVIC M,Male,AUS,Australia,['Men'],Serbia,,,2024
1947532,True,POWER Nathan,POWER N,Male,AUS,Australia,['Men'],Australia,,,2024
1947534,True,PORTER Nic,PORTER N,Male,AUS,Australia,['Men'],Australia,,,2024
1947540,True,GREEN Sienna,GREEN S,Female,AUS,Australia,['Women'],Australia,,Silver,2024
1947541,True,HEARN Sienna,HEARN S,Female,AUS,Australia,['Women'],Australia,Swam competitively,Silver,2024
1947546,True,ARANCINI Zoe,ARANCINI Z,Female,AUS,Australia,['Women'],Australia,,Silver,2024
1947558,True,GARDASEVIC Milica,GARDASEVIC M,Female,SRB,Serbia,"[""Women's Long Jump""]",Yugoslavia,,,2024
1947563,True,SPANOVIC Ivana,SPANOVIC I,Female,SRB,Serbia,"[""Women's Long Jump""]",Yugoslavia,,,2024
1947565,True,TOPIC Angelina,TOPIC A,Female,SRB,Serbia,"[""Women's High Jump""]",Serbia,,,2024
1947566,True,VILAGOS Adriana,VILAGOS A,Female,SRB,Serbia,"[""Women's Javelin Throw""]",Serbia,,,2024
1947569,True,BIBIC Elzan,BIBIC E,Male,SRB,Serbia,"[""Men's 5000m""]",Serbia,,,2024
1947576,True,SINANCEVIC Armin,SINANCEVIC A,Male,SRB,Serbia,"[""Men's Shot Put""]",Yugoslavia,,,2024
1947656,True,BRANKOVIC Marko,BRANKOVIC M,Male,SRB,Serbia,['Men'],,,,2024
1947658,True,MAJSTOROVIC Dejan,MAJSTOROVIC D,Male,SRB,Serbia,['Men'],Yugoslavia,"Basketball: Played 5-on-5 at national club level in Serbia, including for KK Dunav",,2024
1947659,True,STOJACIC Strahinja,STOJACIC S,Male,SRB,Serbia,['Men'],Yugoslavia,,,2024
1947661,True,VASIC Mihailo,VASIC M,Male,SRB,Serbia,['Men'],Serbia,Basketball: Played collegiately for two seasons at the University of New Haven and professionally for one season for Vojvodina in the Basketball League of Serbia (KLS) in 2012/13,,2024
1947736,True,JENDOUBI Mohamed Khalil,JENDOUBI MK,Male,TUN,Tunisia,['Men -58kg'],Tunisia,,Bronze,2024
1947737,True,KATOUSSI Firas,KATOUSSI F,Male,TUN,Tunisia,['Men -80kg'],Tunisia,,Gold,2024
1947738,True,TOUMI Chaima,TOUMI C,Female,TUN,Tunisia,['Women -57kg'],Tunisia,,,2024
1947739,True,DHAHRI Ikram,DHAHRI I,Female,TUN,Tunisia,['Women -49kg'],Tunisia,,,2024
1947744,True,OKOROKOV Georgii,OKOROKOV G,Male,AUS,Australia,"[""Men's Freestyle 65kg""]",Russian Federation,,,2024
1947747,True,LAWRENCE Jayden Alexander,LAWRENCE JA,Male,AUS,Australia,"[""Men's Freestyle 86kg""]",Australia,,,2024
1947761,True,POLLING Kim,POLLING K,Female,ITA,Italy,"['Women -70 kg', 'Mixed Team']",Netherlands,,,2024
1947771,True,BORLEE Kevin,BORLEE K,Male,BEL,Belgium,"[""Men's 4 x 400m Relay"", '4 x 400m Relay Mixed']",Belgium,,,2024
1947874,True,ENCISO Julio,ENCISO J,Male,PAR,Paraguay,['Men'],Paraguay,,,2024
1947879,True,HLIMI Khouloud,HLIMI K,Female,TUN,Tunisia,"[""Women's 57kg""]",Tunisia,,,2024
1947912,True,ERIC Jelena,ERIC J,Female,SRB,Serbia,"[""Women's Road Race""]",Serbia,,,2024
1947922,True,ILIC Ognjen,ILIC O,Male,SRB,Serbia,"[""Men's Road Race""]",Serbia,,,2024
1947924,True,STURISKA Veronika Monika,STURISKA VM,Female,LAT,Latvia,['Women'],Latvia,,,2024
1947925,True,KRIGERS Kristens,KRIGERS K,Male,LAT,Latvia,['Men'],Latvia,,,2024
1947927,True,ZEBOLDS Ernests,ZEBOLDS E,Male,LAT,Latvia,"[""Men's Park""]",,,,2024
1947950,True,CIRKOVIC Sara,CIRKOVIC S,Female,SRB,Serbia,"[""Women's 54kg""]",Bosnia & Herzegovina,,,2024
1947955,True,SHADRINA Natalia,SHADRINA N,Female,SRB,Serbia,"[""Women's 60kg""]",Russian Federation,,,2024
1947956,True,ABBASOV Vakhid,ABBASOV V,Male,SRB,Serbia,"[""Men's 71kg""]",Russian Federation,,,2024
1947986,True,SKUJINS Toms,SKUJINS T,Male,LAT,Latvia,"[""Men's Road Race""]",Latvia,"Cycling mountain bike: Represented Latvia at the 2016 European Championships in Sigulda, Latvia",,2024
1947988,True,CARBONARI Anastasia,CARBONARI A,Female,LAT,Latvia,"[""Women's Road Race""]",Italy,,,2024
1947989,True,BLUMS Martins,BLUMS M,Male,LAT,Latvia,"[""Men's Cross-country""]",,Road cycling: Raced in two multi-stage events in Turkiye in 2018 and in the Tour of Estonia in 2021,,2024
1948015,True,GOMEZ Marcos,GOMEZ M,Male,PAR,Paraguay,['Men'],Paraguay,,,2024
1948027,True,ENGLISH Mark,ENGLISH M,Male,IRL,Ireland,"[""Men's 800m""]",Ireland,,,2024
1948037,True,RASMANE Agate,RASMANE A,Female,LAT,Latvia,"['10m Air Pistol Women', '25m Pistol Women', '10m Air Pistol Mixed Team']",Latvia,,,2024
1948039,True,STRAUTMANIS Lauris,STRAUTMANIS L,Male,LAT,Latvia,"['10m Air Pistol Men', '10m Air Pistol Mixed Team']",Latvia,,,2024
1948056,True,SUHAREVS Ritvars,SUHAREVS R,Male,LAT,Latvia,"[""Men's 73kg""]",Latvia,,,2024
1948066,True,PETERVARI MOLNAR Bendeguz Pal,PETERVARI MOLNAR B,Male,HUN,Hungary,"[""Men's Single Sculls""]",Hungary,,,2024
1948068,True,OSTAPENKO Jelena,OSTAPENKO J,Female,LAT,Latvia,"[""Women's Singles""]",Latvia,Was a professional ballroom dancer for seven years,,2024
1948074,True,O'SULLIVAN Sophie,O'SULLIVAN S,Female,IRL,Ireland,"[""Women's 1500m""]",Australia,,,2024
1948082,True,NIKOLIC Milica,NIKOLIC M,Female,SRB,Serbia,"['Women -48 kg', 'Mixed Team']",Serbia,,,2024
1948084,True,PERISIC Marica,PERISIC M,Female,SRB,Serbia,"['Women -57 kg', 'Mixed Team']",Serbia,,,2024
1948085,True,ZABIC Milica,ZABIC M,Female,SRB,Serbia,"['Women +78 kg', 'Mixed Team']",Serbia,,,2024
1948089,True,BUNCIC Strahinja,BUNCIC S,Male,SRB,Serbia,"['Men -66 kg', 'Mixed Team']",Serbia,,,2024
1948091,True,KUKOLJ Aleksandar,KUKOLJ A,Male,SRB,Serbia,"['Men -100 kg', 'Mixed Team']",Czechia,,,2024
1948092,True,MAJDOV Nemanja,MAJDOV N,Male,SRB,Serbia,"['Men -90 kg', 'Mixed Team']",Bosnia & Herzegovina,,,2024
1948119,True,GAILUMS Patriks,GAILUMS P,Male,LAT,Latvia,"[""Men's Javelin Throw""]",Latvia,,,2024
1948121,True,VAICULE Gunta,VAICULE G,Female,LAT,Latvia,"[""Women's 400m""]",Latvia,,,2024
1948124,True,KREISS Valters,KREISS V,Male,LAT,Latvia,"[""Men's Pole Vault""]",Latvia,,,2024
1948127,True,SIETINA Anete,SIETINA A,Female,LAT,Latvia,"[""Women's Javelin Throw""]",Latvia,,,2024
1948132,True,CAUNE Agate,CAUNE A,Female,LAT,Latvia,"[""Women's 5000m""]",Latvia,,,2024
1948133,True,MUZE-SIRMA Lina,MUZE-SIRMA L,Female,LAT,Latvia,"[""Women's Javelin Throw""]",Latvia,,,2024
1948136,True,CAKSS Gatis,CAKSS G,Male,LAT,Latvia,"[""Men's Javelin Throw""]",Latvia,,,2024
1948138,True,LASMANE Ruta Kate,LASMANE RK,Female,LAT,Latvia,"[""Women's Triple Jump""]",Latvia,,,2024
1948176,True,ARCOS Paula,ARCOS P,Female,ESP,Spain,['Women'],Spain,,,2024
1948177,True,ARDERIUS Silvia Eugenia,ARDERIUS SE,Female,ESP,Spain,['Women'],Spain,,,2024
1948183,True,CABRAL Alexandrina,CABRAL A,Female,ESP,Spain,['Women'],Portugal,,,2024
1948184,True,CAMPOS Carmen,CAMPOS C,Female,ESP,Spain,['Women'],Spain,,,2024
1948186,True,CASTELLANOS Mercedes,CASTELLANOS M,Female,ESP,Spain,['Women'],Spain,Beach handball: Bronze medallist with the Spanish national team at the 2011 European Championships in Umag (CRO),,2024
1948189,True,ECHEVERRIA Maitane,ECHEVERRIA M,Female,ESP,Spain,['Women'],Spain,,,2024
1948190,True,FERNANDEZ Alicia,FERNANDEZ A,Female,ESP,Spain,['Women'],Spain,,,2024
1948192,True,GASSAMA Kaba,GASSAMA K,Female,ESP,Spain,['Women'],Spain,,,2024
1948194,True,GONZALEZ Mireya,GONZALEZ M,Female,ESP,Spain,['Women'],Spain,,,2024
1948196,True,GONZALEZ Lara,GONZALEZ L,Female,ESP,Spain,['Women'],Spain,,,2024
1948198,True,GUTIERREZ Jennifer Maria,GUTIERREZ JM,Female,ESP,Spain,['Women'],Switzerland,Beach handball: Won gold with Spain at the 2016 World Championships in Budapest (HUN),,2024
1948201,True,LOPEZ Marta,LOPEZ M,Female,ESP,Spain,['Women'],Spain,,,2024
1948202,True,LOPEZ Soledad,LOPEZ S,Female,ESP,Spain,['Women'],Spain,Beach handball: Competed at the 2016 Champions Cup in Gran Canaria (ESP),,2024
1948208,True,PRIETO Maria,PRIETO M,Female,ESP,Spain,['Women'],Spain,,,2024
1948214,True,TCHAPTCHET Lysa,TCHAPTCHET L,Female,ESP,Spain,['Women'],Cambodia,,,2024
1948218,True,WIGGINS Nicole,WIGGINS N,Female,ESP,Spain,['Women'],Spain,,,2024
1948219,True,ZOQBI Darly,ZOQBI D,Female,ESP,Spain,['Women'],Brazil,,,2024
1948233,True,CASADO Agustin,CASADO A,Male,ESP,Spain,['Men'],Spain,,Bronze,2024
1948237,True,CIKUSA Petar,CIKUSA P,Male,ESP,Spain,['Men'],Spain,,,2024
1948238,True,CORRALES Rodrigo,CORRALES R,Male,ESP,Spain,['Men'],Spain,,Bronze,2024
1948239,True,DUJSHEBAEV Alex,DUJSHEBAEV A,Male,ESP,Spain,['Men'],Spain,,Bronze,2024
1948240,True,DUJSHEBAEV Daniel,DUJSHEBAEV D,Male,ESP,Spain,['Men'],Spain,,Bronze,2024
1948244,True,FERNANDEZ Daniel,FERNANDEZ D,Male,ESP,Spain,['Men'],Spain,,Bronze,2024
1948246,True,FIGUERAS Adrian,FIGUERAS A,Male,ESP,Spain,['Men'],Spain,,Bronze,2024
1948251,True,GARCIANDIA Imanol,GARCIANDIA I,Male,ESP,Spain,['Men'],Spain,,Bronze,2024
1948252,True,GOMEZ Aleix,GOMEZ A,Male,ESP,Spain,['Men'],Spain,,Bronze,2024
1948260,True,MAQUEDA Jorge,MAQUEDA J,Male,ESP,Spain,['Men'],Spain,,Bronze,2024
1948268,True,ODRIOZOLA Kauldi,ODRIOZOLA K,Male,ESP,Spain,['Men'],Spain,,Bronze,2024
1948272,True,PEREZ de VARGAS Gonzalo,PEREZ de VARGAS G,Male,ESP,Spain,['Men'],Spain,,Bronze,2024
1948278,True,RODRIGUEZ Javier,RODRIGUEZ J,Male,ESP,Spain,['Men'],Spain,,Bronze,2024
1948280,True,SANCHEZ-MIGALLON Miguel,SANCHEZ-MIGALLON M,Male,ESP,Spain,['Men'],Spain,,Bronze,2024
1948281,True,SERDIO Abel,SERDIO A,Male,ESP,Spain,['Men'],Spain,,Bronze,2024
1948288,True,TARRAFETA Ian,TARRAFETA I,Male,ESP,Spain,['Men'],Spain,,Bronze,2024
1948302,True,CASERTA Giovanni,CASERTA G,Male,ITA,Italy,"[""Men's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",Italy,,,2024
1948314,True,LAVIN Sarah,LAVIN S,Female,IRL,Ireland,"[""Women's 100m Hurdles""]",Ireland,,,2024
1948347,True,BAJUK Anastazija,BAJUK A,Female,SRB,Serbia,"[""Women's Kayak Four 500m""]",Serbia,,,2024
1948349,True,DOSTANIC Marija,DOSTANIC M,Female,SRB,Serbia,"[""Women's Kayak Four 500m""]",Serbia,,,2024
1948352,True,NOVAKOVIC Milica,NOVAKOVIC M,Female,SRB,Serbia,"[""Women's Kayak Single 500m"", ""Women's Kayak Four 500m""]",Serbia,,,2024
1948354,True,STANOJEV Dunja,STANOJEV D,Female,SRB,Serbia,"[""Women's Kayak Four 500m""]",Serbia,,,2024
1948356,True,DRAGOSAVLJEVIC Marko,DRAGOSAVLJEVIC M,Male,SRB,Serbia,"[""Men's Kayak Double 500m"", ""Men's Kayak Four 500m""]",Serbia,,,2024
1948357,True,DZOMBETA Andjelo,DZOMBETA A,Male,SRB,Serbia,"[""Men's Kayak Double 500m"", ""Men's Kayak Four 500m""]",Serbia,,,2024
1948360,True,NOVAKOVIC Marko,NOVAKOVIC M,Male,SRB,Serbia,"[""Men's Kayak Double 500m"", ""Men's Kayak Four 500m""]",Serbia,,,2024
1948362,True,TORUBAROV Vladimir,TORUBAROV V,Male,SRB,Serbia,"[""Men's Kayak Double 500m"", ""Men's Kayak Four 500m""]",Serbia,,,2024
1948377,True,BENEDETTI Julia,BENEDETTI J,Female,ESP,Spain,"[""Women's Park""]",Spain,,,2024
1948381,True,KORTABITARTE Alain,KORTABITARTE A,Male,ESP,Spain,"[""Men's Park""]",Spain,,,2024
1948382,True,LASO Naia,LASO N,Female,ESP,Spain,"[""Women's Park""]",Spain,,,2024
1948383,True,LEON Danny,LEON D,Male,ESP,Spain,"[""Men's Park""]",Spain,,,2024
1948385,True,MUNOZ Natalia,MUNOZ N,Female,ESP,Spain,"[""Women's Street""]",Spain,,,2024
1948387,True,TEROL Daniela,TEROL D,Female,ESP,Spain,"[""Women's Street""]",,,,2024
1948402,True,AVRAMOVIC Aleksa,AVRAMOVIC A,Male,SRB,Serbia,['Men'],Serbia,,Bronze,2024
